[0.024s] Invoking command in '/home/leibton/ros2_ws/src/build/moonbot_description': CMAKE_PREFIX_PATH=/opt/ros/foxy /usr/bin/cmake /home/leibton/ros2_ws/src/moonbot_description -DCMAKE_INSTALL_PREFIX=/home/leibton/ros2_ws/src/install/moonbot_description
[0.130s] -- The C compiler identification is GNU 9.4.0
[0.206s] -- The CXX compiler identification is GNU 9.4.0
[0.212s] -- Check for working C compiler: /usr/bin/cc
[0.261s] -- Check for working C compiler: /usr/bin/cc -- works
[0.262s] -- Detecting C compiler ABI info
[0.308s] -- Detecting C compiler ABI info - done
[0.315s] -- Detecting C compile features
[0.316s] -- Detecting C compile features - done
[0.318s] -- Check for working CXX compiler: /usr/bin/c++
[0.374s] -- Check for working CXX compiler: /usr/bin/c++ -- works
[0.374s] -- Detecting CXX compiler ABI info
[0.430s] -- Detecting CXX compiler ABI info - done
[0.445s] -- Detecting CXX compile features
[0.445s] -- Detecting CXX compile features - done
[0.447s] -- Found ament_cmake: 0.9.12 (/opt/ros/foxy/share/ament_cmake/cmake)
[0.470s] -- Found PythonInterp: /usr/bin/python3 (found suitable version "3.8.10", minimum required is "3") 
[0.470s] -- Using PYTHON_EXECUTABLE: /usr/bin/python3
[0.612s] -- Found urdf: 2.4.0 (/opt/ros/foxy/share/urdf/cmake)
[0.635s] -- Found xacro: 2.0.7 (/opt/ros/foxy/share/xacro/cmake)
[0.636s] -- Found robot_state_publisher: 2.4.5 (/opt/ros/foxy/share/robot_state_publisher/cmake)
[0.650s] -- Using all available rosidl_typesupport_c: rosidl_typesupport_fastrtps_c;rosidl_typesupport_introspection_c
[0.654s] -- Found rosidl_adapter: 1.3.1 (/opt/ros/foxy/share/rosidl_adapter/cmake)
[0.711s] -- Found OpenSSL: /usr/lib/x86_64-linux-gnu/libcrypto.so (found version "1.1.1f")  
[0.732s] -- Found FastRTPS: /opt/ros/foxy/include  
[0.791s] -- Using all available rosidl_typesupport_cpp: rosidl_typesupport_fastrtps_cpp;rosidl_typesupport_introspection_cpp
[0.816s] -- Found eigen3_cmake_module: 0.1.1 (/opt/ros/foxy/share/eigen3_cmake_module/cmake)
[0.818s] -- Found Eigen3: TRUE (found version "3.3.7") 
[0.851s] -- Found rmw_implementation_cmake: 1.0.4 (/opt/ros/foxy/share/rmw_implementation_cmake/cmake)
[0.851s] -- Using RMW implementation 'rmw_fastrtps_cpp' as default
[0.852s] -- Looking for pthread.h
[0.901s] -- Looking for pthread.h - found
[0.901s] -- Performing Test CMAKE_HAVE_LIBC_PTHREAD
[0.955s] -- Performing Test CMAKE_HAVE_LIBC_PTHREAD - Failed
[0.955s] -- Looking for pthread_create in pthreads
[0.996s] -- Looking for pthread_create in pthreads - not found
[0.996s] -- Looking for pthread_create in pthread
[1.043s] -- Looking for pthread_create in pthread - found
[1.044s] -- Found Threads: TRUE  
[1.530s] -- Found gazebo_ros2_control: 0.1.1 (/opt/ros/foxy/share/gazebo_ros2_control/cmake)
[1.534s] -- Found ament_lint_auto: 0.9.8 (/opt/ros/foxy/share/ament_lint_auto/cmake)
[1.588s] -- Added test 'copyright' to check source files copyright and LICENSE
[1.591s] -- Added test 'flake8' to check Python code syntax and style conventions
[1.591s] -- Added test 'lint_cmake' to check CMake code style
[1.592s] -- Added test 'pep257' to check Python code against some of the style conventions in PEP 257
[1.595s] -- Added test 'xmllint' to check XML markup files
[1.597s] -- Configuring done
[1.720s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2
[1.720s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/tibia_l.STL
[1.722s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/femur_r.STL
[1.723s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/tibia_r.STL
[1.724s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/coxa_l.STL
[1.726s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/coxa_r.STL
[1.728s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/Tibia_foot_new.STL
[1.729s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/femur_l.STL
[1.729s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/thorax.STL
[1.730s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description//meshes2/tibia_foot.STL
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/ament_index/resource_index/package_run_dependencies/moonbot_description
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/ament_index/resource_index/parent_prefix_path/moonbot_description
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/environment/ament_prefix_path.sh
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/environment/ament_prefix_path.dsv
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/environment/path.sh
[1.731s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/environment/path.dsv
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/local_setup.bash
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/local_setup.sh
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/local_setup.zsh
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/local_setup.dsv
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/package.dsv
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/ament_index/resource_index/packages/moonbot_description
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/cmake/moonbot_descriptionConfig.cmake
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/cmake/moonbot_descriptionConfig-version.cmake
[1.732s] -- Installing: /home/leibton/ros2_ws/src/install/moonbot_description/share/moonbot_description/package.xml
[1.736s] Invoked command in '/home/leibton/ros2_ws/src/build/moonbot_description' returned '0': CMAKE_PREFIX_PATH=/opt/ros/foxy /usr/bin/cmake --install /home/leibton/ros2_ws/src/build/moonbot_description
